,COMMUNITY AREA NAME,PER CAPITA INCOME,KWH MEAN 2010,TOTAL POPULATION
5054,Lincoln Park,71403,20570.88,365.0
5055,Lincoln Park,71403,21085.25,365.0
5056,Lincoln Park,71403,180310.6,444.0
5057,Lincoln Park,71403,261275.0,385.0
5058,Lincoln Park,71403,1171529.0,202.0
5059,Lincoln Park,71403,31768.5,202.0
5060,Lincoln Park,71403,350547.5,497.0
5061,Lincoln Park,71403,25149.07,497.0
5062,Lincoln Park,71403,31773.0,99.0
5063,Lincoln Park,71403,15608.0,60.0
5064,Lincoln Park,71403,22002.75,245.0
5065,Lincoln Park,71403,45362.5,121.0
5066,Lincoln Park,71403,52227.5,151.0
5067,Lincoln Park,71403,27082.0,151.0
5068,Lincoln Park,71403,147654.0,578.0
5069,Lincoln Park,71403,28619.07,578.0
5070,Lincoln Park,71403,12274.82,247.0
5071,Lincoln Park,71403,13374.0,357.0
5072,Lincoln Park,71403,10151.43,357.0
5073,Lincoln Park,71403,27704.5,36.0
5074,Lincoln Park,71403,224517.5,296.0
5075,Lincoln Park,71403,21466.0,296.0
5076,Lincoln Park,71403,18240.5,296.0
5077,Lincoln Park,71403,18385.0,0.0
5078,Lincoln Park,71403,18477.0,98.0
5079,Lincoln Park,71403,23467.75,98.0
5080,Lincoln Park,71403,22134.83,195.0
5081,Lincoln Park,71403,27616.0,195.0
5082,Lincoln Park,71403,57674.2,130.0
5083,Lincoln Park,71403,12014.75,209.0
5084,Lincoln Park,71403,13039.13,73.0
5085,Lincoln Park,71403,29665.5,73.0
5086,Lincoln Park,71403,36539.5,211.0
5087,Lincoln Park,71403,14522.67,211.0
5088,Lincoln Park,71403,16362.55,211.0
5089,Lincoln Park,71403,31876.64,85.0
5090,Lincoln Park,71403,14407.5,144.0
5091,Lincoln Park,71403,13999.93,144.0
5092,Lincoln Park,71403,13553.2,144.0
5093,Lincoln Park,71403,15511.25,76.0
5094,Lincoln Park,71403,41417.0,76.0
5095,Lincoln Park,71403,14124.78,138.0
5096,Lincoln Park,71403,15833.33,138.0
5097,Lincoln Park,71403,106211.5,426.0
5098,Lincoln Park,71403,11370.8,426.0
5099,Lincoln Park,71403,108293.0,426.0
5100,Lincoln Park,71403,18493.67,127.0
5101,Lincoln Park,71403,18897.68,127.0
5102,Lincoln Park,71403,11494.25,127.0
5103,Lincoln Park,71403,30872.0,96.0
5104,Lincoln Park,71403,19332.55,143.0
5105,Lincoln Park,71403,15147.85,143.0
5106,Lincoln Park,71403,68978.0,183.0
5107,Lincoln Park,71403,64454.4,183.0
5108,Lincoln Park,71403,18861.9,117.0
5109,Lincoln Park,71403,13381.0,117.0
5110,Lincoln Park,71403,15279.0,172.0
5111,Lincoln Park,71403,22504.08,172.0
5112,Lincoln Park,71403,15928.0,172.0
5113,Lincoln Park,71403,13742.6,191.0
5114,Lincoln Park,71403,10479.77,191.0
5115,Lincoln Park,71403,18440.67,191.0
5116,Lincoln Park,71403,49867.0,185.0
5117,Lincoln Park,71403,16798.43,58.0
5118,Lincoln Park,71403,64349.0,36.0
5119,Lincoln Park,71403,15911.0,26.0
5120,Lincoln Park,71403,52258.33,26.0
5121,Lincoln Park,71403,10041.5,93.0
5122,Lincoln Park,71403,30411.0,93.0
5123,Lincoln Park,71403,59363.0,299.0
5124,Lincoln Park,71403,24598.88,299.0
5125,Lincoln Park,71403,25097.0,110.0
5126,Lincoln Park,71403,20657.8,112.0
5127,Lincoln Park,71403,16318.25,78.0
5128,Lincoln Park,71403,11967.67,24.0
5129,Lincoln Park,71403,13739.5,24.0
5130,Lincoln Park,71403,12449.33,60.0
5131,Lincoln Park,71403,19214.2,106.0
5132,Lincoln Park,71403,34632.67,106.0
5133,Lincoln Park,71403,17210.38,72.0
5134,Lincoln Park,71403,4581.0,57.0
5135,Lincoln Park,71403,20489.86,57.0
5136,Lincoln Park,71403,11536.75,57.0
5137,Lincoln Park,71403,11977.83,41.0
5138,Lincoln Park,71403,13066.63,41.0
5139,Lincoln Park,71403,16330.45,124.0
5140,Lincoln Park,71403,13066.11,124.0
5141,Lincoln Park,71403,39021.0,102.0
5142,Lincoln Park,71403,26013.5,200.0
5143,Lincoln Park,71403,43526.33,178.0
5144,Lincoln Park,71403,21079.13,178.0
5145,Lincoln Park,71403,20733.33,178.0
5146,Lincoln Park,71403,13719.75,59.0
5147,Lincoln Park,71403,11066.0,59.0
5148,Lincoln Park,71403,15574.6,88.0
5149,Lincoln Park,71403,19742.5,88.0
5150,Lincoln Park,71403,21949.67,74.0
5151,Lincoln Park,71403,23256.5,74.0
5152,Lincoln Park,71403,18145.29,104.0
5153,Lincoln Park,71403,9387.89,92.0
5154,Lincoln Park,71403,4986.0,92.0
5155,Lincoln Park,71403,11494.67,14.0
5156,Lincoln Park,71403,25719.0,14.0
5157,Lincoln Park,71403,44519.0,60.0
5158,Lincoln Park,71403,16553.33,0.0
5159,Lincoln Park,71403,14607.71,0.0
5160,Lincoln Park,71403,16966.0,35.0
5161,Lincoln Park,71403,199852.0,93.0
5162,Lincoln Park,71403,70418.0,93.0
5163,Lincoln Park,71403,14304.0,0.0
5164,Lincoln Park,71403,14800.0,0.0
5165,Lincoln Park,71403,22176.0,0.0
5166,Lincoln Park,71403,26444.0,87.0
5167,Lincoln Park,71403,18126.8,87.0
5168,Lincoln Park,71403,20432.0,87.0
5169,Lincoln Park,71403,15575.94,200.0
5170,Lincoln Park,71403,13101.1,145.0
5171,Lincoln Park,71403,24274.33,145.0
5172,Lincoln Park,71403,31639.0,208.0
5173,Lincoln Park,71403,15400.91,208.0
5174,Lincoln Park,71403,17493.5,208.0
5175,Lincoln Park,71403,23224.0,46.0
5176,Lincoln Park,71403,17277.0,66.0
5177,Lincoln Park,71403,27247.33,108.0
5178,Lincoln Park,71403,15946.62,108.0
5179,Lincoln Park,71403,12601.5,69.0
5180,Lincoln Park,71403,92525.0,72.0
5181,Lincoln Park,71403,12932.0,65.0
5182,Lincoln Park,71403,17720.17,65.0
5183,Lincoln Park,71403,16418.8,115.0
5184,Lincoln Park,71403,131995.0,46.0
5185,Lincoln Park,71403,25537.0,46.0
5186,Lincoln Park,71403,11778.0,46.0
5187,Lincoln Park,71403,36046.33,242.0
5188,Lincoln Park,71403,23264.0,242.0
5189,Lincoln Park,71403,32998.0,242.0
5190,Lincoln Park,71403,19036.33,24.0
5191,Lincoln Park,71403,180538.0,180.0
5192,Lincoln Park,71403,22597.0,180.0
5193,Lincoln Park,71403,18116.0,59.0
5194,Lincoln Park,71403,15785.57,145.0
5195,Lincoln Park,71403,22205.0,145.0
5196,Lincoln Park,71403,8261.19,104.0
5197,Lincoln Park,71403,13161.5,104.0
5198,Lincoln Park,71403,10475.0,48.0
5199,Lincoln Park,71403,16573.0,48.0
5200,Lincoln Park,71403,13387.25,0.0
5201,Lincoln Park,71403,19022.5,0.0
5202,Lincoln Park,71403,26904.0,13.0
5203,Lincoln Park,71403,21152.67,67.0
5204,Lincoln Park,71403,34110.0,67.0
5205,Lincoln Park,71403,20802.2,87.0
5206,Lincoln Park,71403,17883.33,87.0
5207,Lincoln Park,71403,18532.0,13.0
5208,Lincoln Park,71403,24164.5,0.0
5209,Lincoln Park,71403,3210.33,51.0
5210,Lincoln Park,71403,40870.0,73.0
5211,Lincoln Park,71403,14848.0,73.0
5212,Lincoln Park,71403,25016.56,67.0
5213,Lincoln Park,71403,21771.67,67.0
5214,Lincoln Park,71403,12884.38,58.0
5215,Lincoln Park,71403,13089.0,30.0
5216,Lincoln Park,71403,14083.0,58.0
5217,Lincoln Park,71403,15948.5,89.0
5218,Lincoln Park,71403,24234.5,25.0
5219,Lincoln Park,71403,12129.33,25.0
5220,Lincoln Park,71403,14262.29,39.0
5221,Lincoln Park,71403,25856.8,47.0
5222,Lincoln Park,71403,27347.0,47.0
5223,Lincoln Park,71403,26361.67,25.0
5224,Lincoln Park,71403,14569.67,25.0
5225,Lincoln Park,71403,5248.0,49.0
5226,Lincoln Park,71403,13579.0,34.0
5227,Lincoln Park,71403,16294.5,49.0
5228,Lincoln Park,71403,14289.67,63.0
5229,Lincoln Park,71403,34983.0,53.0
5230,Lincoln Park,71403,17503.63,53.0
5231,Lincoln Park,71403,22369.67,53.0
5232,Lincoln Park,71403,21284.0,23.0
5233,Lincoln Park,71403,17250.8,125.0
5234,Lincoln Park,71403,8053.0,51.0
5235,Lincoln Park,71403,21163.5,125.0
5236,Lincoln Park,71403,20697.0,49.0
5237,Lincoln Park,71403,19269.25,49.0
5238,Lincoln Park,71403,19071.0,12.0
5239,Lincoln Park,71403,25903.86,77.0
5240,Lincoln Park,71403,18977.0,77.0
5241,Lincoln Park,71403,19503.0,37.0
5242,Lincoln Park,71403,16961.21,37.0
5243,Lincoln Park,71403,15761.09,92.0
5244,Lincoln Park,71403,16054.13,104.0
5245,Lincoln Park,71403,18799.57,104.0
5246,Lincoln Park,71403,19024.33,114.0
5247,Lincoln Park,71403,12918.5,114.0
5248,Lincoln Park,71403,16118.0,106.0
5249,Lincoln Park,71403,17295.67,106.0
5250,Lincoln Park,71403,27980.33,82.0
5251,Lincoln Park,71403,6410.0,82.0
5252,Lincoln Park,71403,9562.57,82.0
5253,Lincoln Park,71403,14454.0,26.0
5254,Lincoln Park,71403,110211.0,92.0
5255,Lincoln Park,71403,11745.2,92.0
5256,Lincoln Park,71403,13848.29,92.0
5257,Lincoln Park,71403,17789.92,116.0
5258,Lincoln Park,71403,14575.0,116.0
5259,Lincoln Park,71403,16057.77,139.0
5260,Lincoln Park,71403,17808.0,139.0
5261,Lincoln Park,71403,11631.8,60.0
5262,Lincoln Park,71403,11354.5,60.0
5263,Lincoln Park,71403,23057.0,59.0
5264,Lincoln Park,71403,4986.5,119.0
5265,Lincoln Park,71403,14476.75,165.0
5266,Lincoln Park,71403,16727.33,59.0
5267,Lincoln Park,71403,9825.0,64.0
5268,Lincoln Park,71403,16614.62,64.0
5269,Lincoln Park,71403,21758.5,64.0
5270,Lincoln Park,71403,15482.0,81.0
5271,Lincoln Park,71403,15219.33,81.0
5272,Lincoln Park,71403,10128.86,134.0
5273,Lincoln Park,71403,24401.4,134.0
5274,Lincoln Park,71403,16384.33,165.0
5275,Lincoln Park,71403,11760.88,125.0
5276,Lincoln Park,71403,11303.36,125.0
5277,Lincoln Park,71403,6727.5,143.0
5278,Lincoln Park,71403,50372.0,143.0
5279,Lincoln Park,71403,15552.17,7.0
5280,Lincoln Park,71403,13547.82,4.0
5281,Lincoln Park,71403,21758.25,3.0
5282,Lincoln Park,71403,14479.33,3.0
5283,Lincoln Park,71403,29939.5,119.0
5284,Lincoln Park,71403,13856.7,45.0
5285,Lincoln Park,71403,30638.25,16.0
5286,Lincoln Park,71403,20519.0,16.0
5287,Lincoln Park,71403,11002.25,45.0
5288,Lincoln Park,71403,22781.89,45.0
5289,Lincoln Park,71403,18077.0,43.0
5290,Lincoln Park,71403,39676.2,44.0
5291,Lincoln Park,71403,11687.14,85.0
5292,Lincoln Park,71403,9705.2,61.0
5293,Lincoln Park,71403,18894.0,61.0
5294,Lincoln Park,71403,9577.27,120.0
5295,Lincoln Park,71403,32360.33,120.0
5296,Lincoln Park,71403,16603.09,90.0
5297,Lincoln Park,71403,15212.0,90.0
5298,Lincoln Park,71403,13439.92,155.0
5299,Lincoln Park,71403,13837.25,155.0
5300,Lincoln Park,71403,10899.4,76.0
5301,Lincoln Park,71403,15282.14,76.0
5302,Lincoln Park,71403,15678.85,92.0
5303,Lincoln Park,71403,14975.57,731.0
5304,Lincoln Park,71403,44396.5,92.0
5305,Lincoln Park,71403,16898.88,62.0
5306,Lincoln Park,71403,37062.43,62.0
5307,Lincoln Park,71403,14066.0,130.0
5308,Lincoln Park,71403,9962.0,50.0
5309,Lincoln Park,71403,26824.0,50.0
5310,Lincoln Park,71403,11888.0,54.0
5311,Lincoln Park,71403,33067.0,139.0
5312,Lincoln Park,71403,41819.33,139.0
5313,Lincoln Park,71403,17847.35,139.0
5314,Lincoln Park,71403,27449.73,139.0
5315,Lincoln Park,71403,15686.5,106.0
5316,Lincoln Park,71403,7627.5,174.0
5317,Lincoln Park,71403,20305.65,174.0
5318,Lincoln Park,71403,18648.38,174.0
5319,Lincoln Park,71403,88793.75,731.0
5320,Lincoln Park,71403,28796.59,731.0
5321,Lincoln Park,71403,18048.43,37.0
5322,Lincoln Park,71403,23773.0,37.0
5323,Lincoln Park,71403,17676.33,63.0
5324,Lincoln Park,71403,40879.75,63.0
5325,Lincoln Park,71403,19132.67,29.0
5326,Lincoln Park,71403,11952.33,29.0
5327,Lincoln Park,71403,17086.89,145.0
5328,Lincoln Park,71403,8191.83,145.0
5329,Lincoln Park,71403,18186.75,26.0
5330,Lincoln Park,71403,22358.5,26.0
5331,Lincoln Park,71403,21223.5,106.0
5332,Lincoln Park,71403,14169.75,106.0
5333,Lincoln Park,71403,12397.86,52.0
5334,Lincoln Park,71403,11511.83,50.0
5335,Lincoln Park,71403,13359.4,50.0
5336,Lincoln Park,71403,9161.8,56.0
5337,Lincoln Park,71403,28957.0,56.0
5338,Lincoln Park,71403,10365.5,81.0
5339,Lincoln Park,71403,14769.5,42.0
5340,Lincoln Park,71403,10668.0,60.0
5341,Lincoln Park,71403,25508.5,60.0
5342,Lincoln Park,71403,25760.67,128.0
5343,Lincoln Park,71403,14451.29,69.0
5344,Lincoln Park,71403,18537.8,69.0
5345,Lincoln Park,71403,20159.0,33.0
5346,Lincoln Park,71403,12550.08,76.0
5347,Lincoln Park,71403,16146.0,76.0
5348,Lincoln Park,71403,14336.25,31.0
5349,Lincoln Park,71403,17451.17,32.0
5350,Lincoln Park,71403,10098.6,56.0
5351,Lincoln Park,71403,18265.33,56.0
5352,Lincoln Park,71403,10006.5,69.0
5353,Lincoln Park,71403,17167.67,69.0
5354,Lincoln Park,71403,8404.5,21.0
5355,Lincoln Park,71403,32430.0,26.0
5356,Lincoln Park,71403,92443.0,26.0
5357,Lincoln Park,71403,39215.0,40.0
5358,Lincoln Park,71403,50316.0,56.0
5359,Lincoln Park,71403,18085.0,76.0
5360,Lincoln Park,71403,11292.31,179.0
5361,Lincoln Park,71403,24776.33,179.0
5362,Lincoln Park,71403,8364.06,104.0
5363,Lincoln Park,71403,11445.5,104.0
5364,Lincoln Park,71403,13019.83,86.0
5365,Lincoln Park,71403,14862.0,86.0
5366,Lincoln Park,71403,17983.09,331.0
5367,Lincoln Park,71403,18794.86,646.0
5368,Lincoln Park,71403,17943.12,646.0
5369,Lincoln Park,71403,27632.86,78.0
5370,Lincoln Park,71403,15038.94,182.0
5371,Lincoln Park,71403,13215.69,182.0
5372,Lincoln Park,71403,11506.07,133.0
5373,Lincoln Park,71403,14316.79,133.0
5374,Lincoln Park,71403,17974.17,48.0
5375,Lincoln Park,71403,7592.25,48.0
5376,Lincoln Park,71403,9917.88,74.0
5377,Lincoln Park,71403,14620.0,74.0
5378,Lincoln Park,71403,14098.0,31.0
5379,Lincoln Park,71403,23662.25,31.0
5380,Lincoln Park,71403,10027.62,110.0
5381,Lincoln Park,71403,56551.5,110.0
5382,Lincoln Park,71403,175344.0,159.0
5383,Lincoln Park,71403,40019.25,84.0
5384,Lincoln Park,71403,45500.0,3.0
5385,Lincoln Park,71403,14133.0,3.0
5386,Lincoln Park,71403,10992.44,76.0
5387,Lincoln Park,71403,9393.0,85.0
5388,Lincoln Park,71403,17367.0,134.0
5389,Lincoln Park,71403,23465.0,134.0
5390,Lincoln Park,71403,33564.18,174.0
5391,Lincoln Park,71403,19035.1,174.0
5392,Lincoln Park,71403,12973.67,36.0
5393,Lincoln Park,71403,13185.0,36.0
5394,Lincoln Park,71403,14451.67,76.0
5395,Lincoln Park,71403,9565.6,111.0
5396,Lincoln Park,71403,14022.5,86.0
5397,Lincoln Park,71403,15192.0,86.0
5398,Lincoln Park,71403,14683.5,0.0
5399,Lincoln Park,71403,7233.0,56.0
5400,Lincoln Park,71403,7494.0,56.0
5401,Lincoln Park,71403,35161.0,175.0
5402,Lincoln Park,71403,16528.0,175.0
5403,Lincoln Park,71403,23164.0,77.0
5404,Lincoln Park,71403,18687.63,52.0
5405,Lincoln Park,71403,20481.56,109.0
5406,Lincoln Park,71403,22345.75,51.0
5407,Lincoln Park,71403,18081.0,51.0
5408,Lincoln Park,71403,12941.5,51.0
5409,Lincoln Park,71403,16354.5,63.0
5410,Lincoln Park,71403,15669.0,63.0
5411,Lincoln Park,71403,19639.0,63.0
5412,Lincoln Park,71403,13243.17,89.0
5413,Lincoln Park,71403,14195.56,75.0
5414,Lincoln Park,71403,23886.5,60.0
5415,Lincoln Park,71403,88021.0,60.0
5416,Lincoln Park,71403,22936.5,68.0
5417,Lincoln Park,71403,17875.0,54.0
5418,Lincoln Park,71403,16592.0,83.0
5419,Lincoln Park,71403,22217.44,48.0
5420,Lincoln Park,71403,20789.8,48.0
5421,Lincoln Park,71403,14227.83,99.0
5422,Lincoln Park,71403,15514.83,95.0
5423,Lincoln Park,71403,18211.33,95.0
5424,Lincoln Park,71403,16715.78,68.0
5425,Lincoln Park,71403,25433.33,68.0
5426,Lincoln Park,71403,19537.8,62.0
5427,Lincoln Park,71403,10637.5,62.0
5428,Lincoln Park,71403,16028.67,143.0
5429,Lincoln Park,71403,12558.0,143.0
5430,Lincoln Park,71403,9415.0,82.0
5431,Lincoln Park,71403,22370.15,69.0
5432,Lincoln Park,71403,10949.83,69.0
5433,Lincoln Park,71403,17055.42,81.0
5434,Lincoln Park,71403,37252.0,81.0
5435,Lincoln Park,71403,16009.25,52.0
5436,Lincoln Park,71403,22050.75,54.0
5437,Lincoln Park,71403,19805.0,54.0
5438,Lincoln Park,71403,15230.4,88.0
5439,Lincoln Park,71403,29539.5,88.0
5440,Lincoln Park,71403,14819.0,84.0
5441,Lincoln Park,71403,20924.0,84.0
5442,Lincoln Park,71403,16612.06,58.0
5443,Lincoln Park,71403,15286.17,55.0
5444,Lincoln Park,71403,17394.0,55.0
5445,Lincoln Park,71403,13215.22,89.0
5446,Lincoln Park,71403,16039.0,89.0
5447,Lincoln Park,71403,14899.0,73.0
5448,Lincoln Park,71403,22912.5,77.0
5449,Lincoln Park,71403,15818.0,77.0
5450,Lincoln Park,71403,21085.29,83.0
5451,Lincoln Park,71403,12490.38,29.0
5452,Lincoln Park,71403,12966.31,29.0
5453,Lincoln Park,71403,17582.57,29.0
5454,Lincoln Park,71403,38611.0,47.0
5455,Lincoln Park,71403,16300.5,105.0
5456,Lincoln Park,71403,21864.0,67.0
5457,Lincoln Park,71403,11354.5,105.0
5458,Lincoln Park,71403,20209.43,39.0
5459,Lincoln Park,71403,20430.8,27.0
5460,Lincoln Park,71403,26541.0,27.0
5461,Lincoln Park,71403,11652.13,37.0
5462,Lincoln Park,71403,9238.0,29.0
5463,Lincoln Park,71403,22540.5,29.0
5464,Lincoln Park,71403,17701.0,48.0
5465,Lincoln Park,71403,29388.11,48.0
5466,Lincoln Park,71403,12595.25,63.0
5467,Lincoln Park,71403,146426.0,136.0
5468,Lincoln Park,71403,32093.17,136.0
5469,Lincoln Park,71403,19999.89,94.0
5470,Lincoln Park,71403,12758.4,94.0
5471,Lincoln Park,71403,15401.92,53.0
5472,Lincoln Park,71403,9188.0,53.0
5473,Lincoln Park,71403,15729.57,59.0
5474,Lincoln Park,71403,19461.0,79.0
5475,Lincoln Park,71403,20384.5,79.0
5476,Lincoln Park,71403,15580.19,83.0
5477,Lincoln Park,71403,13101.83,83.0
5478,Lincoln Park,71403,14047.0,83.0
5479,Lincoln Park,71403,12301.5,94.0
5480,Lincoln Park,71403,23464.0,68.0
5481,Lincoln Park,71403,22484.33,47.0
5482,Lincoln Park,71403,16204.78,111.0
5483,Lincoln Park,71403,9919.0,46.0
5484,Lincoln Park,71403,12053.0,67.0
5485,Lincoln Park,71403,20145.0,94.0
5486,Lincoln Park,71403,29638.0,35.0
5487,Lincoln Park,71403,26073.0,35.0
5488,Lincoln Park,71403,16920.0,142.0
5489,Lincoln Park,71403,20667.0,90.0
5490,Lincoln Park,71403,11248.13,61.0
5491,Lincoln Park,71403,29020.0,61.0
5492,Lincoln Park,71403,2009.0,15.0
5493,Lincoln Park,71403,69728.5,32.0
5494,Lincoln Park,71403,14119.3,43.0
5495,Lincoln Park,71403,12620.53,64.0
5496,Lincoln Park,71403,11844.36,142.0
5497,Lincoln Park,71403,33581.0,142.0
5498,Lincoln Park,71403,13401.25,135.0
5499,Lincoln Park,71403,6941.15,89.0
5500,Lincoln Park,71403,18990.29,73.0
5501,Lincoln Park,71403,23572.0,73.0
5502,Lincoln Park,71403,13497.95,88.0
5503,Lincoln Park,71403,10797.11,41.0
5504,Lincoln Park,71403,14300.82,51.0
5505,Lincoln Park,71403,36565.5,37.0
5506,Lincoln Park,71403,12005.17,37.0
5507,Lincoln Park,71403,13772.5,100.0
5508,Lincoln Park,71403,16197.41,100.0
5509,Lincoln Park,71403,24413.0,100.0
5510,Lincoln Park,71403,16474.71,23.0
5511,Lincoln Park,71403,21897.14,40.0
5512,Lincoln Park,71403,10376.71,73.0
5513,Lincoln Park,71403,18500.45,90.0
5514,Lincoln Park,71403,36134.0,90.0
5515,Lincoln Park,71403,23022.0,0.0
5516,Lincoln Park,71403,16660.9,136.0
5517,Lincoln Park,71403,19530.13,37.0
5518,Lincoln Park,71403,48871.5,100.0
5519,Lincoln Park,71403,68761.0,171.0
5520,Lincoln Park,71403,76357.2,171.0
5521,Lincoln Park,71403,13105.0,171.0
5522,Lincoln Park,71403,13358.8,55.0
5523,Lincoln Park,71403,30239.0,112.0
5524,Lincoln Park,71403,55923.0,112.0
5525,Lincoln Park,71403,35672.0,91.0
5526,Lincoln Park,71403,12975.38,91.0
5527,Lincoln Park,71403,18260.88,117.0
5528,Lincoln Park,71403,41460.75,117.0
5529,Lincoln Park,71403,21261.32,95.0
5530,Lincoln Park,71403,12521.25,95.0
5531,Lincoln Park,71403,23858.0,131.0
5532,Lincoln Park,71403,114853.0,70.0
5533,Lincoln Park,71403,13824.0,70.0
5534,Lincoln Park,71403,8013.63,70.0
5535,Lincoln Park,71403,16406.4,118.0
5536,Lincoln Park,71403,33910.0,118.0
5537,Lincoln Park,71403,21091.67,0.0
5538,Lincoln Park,71403,5590.4,74.0
5539,Lincoln Park,71403,17166.43,100.0
5540,Lincoln Park,71403,12830.25,100.0
5541,Lincoln Park,71403,9379.0,94.0
5542,Lincoln Park,71403,13000.57,94.0
5543,Lincoln Park,71403,28368.67,345.0
5544,Lincoln Park,71403,18299.0,145.0
5545,Lincoln Park,71403,19870.67,145.0
5546,Lincoln Park,71403,11882.4,145.0
5547,Lincoln Park,71403,43960.6,43.0
5548,Lincoln Park,71403,71062.0,79.0
5549,Lincoln Park,71403,22745.5,79.0
5550,Lincoln Park,71403,19114.67,79.0
5551,Lincoln Park,71403,47537.0,134.0
5552,Lincoln Park,71403,79848.5,61.0
5553,Lincoln Park,71403,32758.0,74.0
5554,Lincoln Park,71403,13508.0,74.0
5555,Lincoln Park,71403,30259.27,66.0
5556,Lincoln Park,71403,15667.38,66.0
5557,Lincoln Park,71403,19871.83,88.0
5558,Lincoln Park,71403,10046.0,18.0
5559,Lincoln Park,71403,17265.1,86.0
5560,Lincoln Park,71403,9386.0,86.0
5561,Lincoln Park,71403,82448.0,99.0
5562,Lincoln Park,71403,38697.5,99.0
5563,Lincoln Park,71403,59235.0,99.0
5564,Lincoln Park,71403,19195.9,93.0
5565,Lincoln Park,71403,49310.0,207.0
5566,Lincoln Park,71403,24428.71,207.0
5567,Lincoln Park,71403,15373.32,580.0
5568,Lincoln Park,71403,20621.62,580.0
5569,Lincoln Park,71403,138048.0,77.0
5570,Lincoln Park,71403,19272.0,173.0
5571,Lincoln Park,71403,19495.25,82.0
5572,Lincoln Park,71403,25652.75,82.0
5573,Lincoln Park,71403,13558.11,54.0
5574,Lincoln Park,71403,19688.75,5.0
5575,Lincoln Park,71403,15142.0,5.0
5576,Lincoln Park,71403,22590.25,51.0
5577,Lincoln Park,71403,29418.75,51.0
5578,Lincoln Park,71403,5612.0,40.0
5579,Lincoln Park,71403,8265.67,40.0
5580,Lincoln Park,71403,11786.73,125.0
5581,Lincoln Park,71403,54562.25,125.0
5582,Lincoln Park,71403,5284.22,125.0
5583,Lincoln Park,71403,15734.0,35.0
5584,Lincoln Park,71403,11528.33,35.0
5585,Lincoln Park,71403,18631.31,78.0
5586,Lincoln Park,71403,26987.0,78.0
5587,Lincoln Park,71403,63263.0,88.0
5588,Lincoln Park,71403,19391.67,88.0
5589,Lincoln Park,71403,13416.1,88.0
5590,Lincoln Park,71403,17791.79,95.0
5591,Lincoln Park,71403,15071.33,95.0
5592,Lincoln Park,71403,12012.0,110.0
5593,Lincoln Park,71403,5476.48,110.0
5594,Lincoln Park,71403,43494.25,190.0
5595,Lincoln Park,71403,27304.2,190.0
5596,Lincoln Park,71403,7241.0,190.0
5597,Lincoln Park,71403,180555.5,109.0
5598,Lincoln Park,71403,107942.0,109.0
5599,Lincoln Park,71403,42443.0,197.0
5600,Lincoln Park,71403,13327.54,89.0
5601,Lincoln Park,71403,10776.0,70.0
5602,Lincoln Park,71403,35383.67,70.0
5603,Lincoln Park,71403,36525.0,70.0
5604,Lincoln Park,71403,7798.0,5.0
5605,Lincoln Park,71403,152522.0,344.0
5606,Lincoln Park,71403,19146.65,344.0
5607,Lincoln Park,71403,147769.0,751.0
5608,Lincoln Park,71403,1874.0,751.0
5609,Lincoln Park,71403,30659.43,244.0
